Front,Back,Tags
[Cybersecurity] What motivates a hacktivist to attack?,"A social issue or political cause.<hr>Metadata: Concept question<br>Rationale: Tests recall of the primary motivation of a hacktivist as an atomic fact, aligning with the source text’s emphasis on threat actor motivations.<br>Reference: Section::2.1",Section::2.1 cybersecurity hacktivist motivation open-ended
[Cybersecurity] What is the primary goal of data exfiltration?,"To copy data from a private network to an external network.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of data exfiltration as an atomic fact, focusing on a key attack motivation from the source text.<br>Reference: Section::2.1",Section::2.1 cybersecurity data-exfiltration open-ended
[Cybersecurity] What is the purpose of blackmail in a cyberattack?,"To demand payment to prevent the release of information.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of blackmail as an atomic fact, focusing on a specific attack motivation from the source text.<br>Reference: Section::2.1",Section::2.1 cybersecurity blackmail open-ended
[Cybersecurity] What mitigation technique helps secure against insider threats?,"Least privilege.<hr>Metadata: Concept question<br>Rationale: Tests recall of a key mitigation technique for insider threats, focusing on an atomic fact explicitly mentioned in the source text for securing the enterprise.<br>Reference: Section::2.5",Section::2.5 cybersecurity insider-threat mitigation open-ended
[Cybersecurity] What types of resources are considered shadow IT?,"Computer hardware, software, or services.<hr>Metadata: Definition question<br>Rationale: Tests recall of the specific resources involved in shadow IT as an atomic fact, simplifying the definition for foundational understanding.<br>Reference: Section::2.1",Section::2.1 cybersecurity shadow-it open-ended
[Cybersecurity] Where is shadow IT used without authorization?,"On a private network.<hr>Metadata: Concept question<br>Rationale: Tests recall of the context in which shadow IT operates, isolated as a single fact for clarity.<br>Reference: Section::2.1",Section::2.1 cybersecurity shadow-it open-ended
[Cybersecurity] What makes resources shadow IT?,"Use without authorization from the system owner.<hr>Metadata: Concept question<br>Rationale: Tests recall of the defining characteristic of shadow IT, focusing on the lack of authorization as an atomic fact.<br>Reference: Section::2.1",Section::2.1 cybersecurity shadow-it open-ended
[Cybersecurity] What is the goal of a service disruption attack?,"To compromise the availability of an asset or business process.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core goal of a service disruption attack as an atomic fact, focusing on a key attack motivation from the source text.<br>Reference: Section::2.1",Section::2.1 cybersecurity service-disruption open-ended
[Cybersecurity] What term describes a weakness that could be triggered accidentally or exploited intentionally to cause a security breach?,"Vulnerability.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of a vulnerability as an atomic fact, focusing on a key concept from the source text’s Key Terms in Section 2.3.<br>Reference: Section::2.3",Section::2.3 cybersecurity vulnerability open-ended
[Cybersecurity] What term describes an attack that falsifies an information resource normally trusted by others?,"Disinformation.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of disinformation as an atomic fact, focusing on a key attack type from the source text.<br>Reference: Section::2.1",Section::2.1 cybersecurity disinformation open-ended
[Cybersecurity] What type of attack involves demanding payment to prevent or halt an attack?,"Extortion.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of extortion as an atomic fact, focusing on a key attack motivation from the source text.<br>Reference: Section::2.1",Section::2.1 cybersecurity extortion open-ended
[Cybersecurity] What is a black hat hacker?,"A hacker operating with malicious intent.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of a black hat hacker (synonymous with unauthorized hacker) as an atomic fact, aligning with the source text’s definition and incorporating standard cybersecurity terminology.<br>Reference: Section::2.1",Section::2.1 cybersecurity black-hat-hacker open-ended
[Cybersecurity] What is a white hat hacker?,"A hacker engaged in authorized security testing or consultancy.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of a white hat hacker (synonymous with authorized hacker) as an atomic fact, using standard cybersecurity terminology to complement the source text.<br>Reference: Section::2.1",Section::2.1 cybersecurity white-hat-hacker open-ended
[Cybersecurity] What is a gray hat hacker?,"A hacker operating without authorization but without malicious intent.<hr>Metadata: Definition question<br>Rationale: Tests recall of the standard definition of a gray hat hacker as an atomic fact, incorporating a standard cybersecurity concept to differentiate from black hat and white hat hackers.<br>Reference: Section::2.1",Section::2.1 cybersecurity gray-hat-hacker open-ended
[Cybersecurity] What is an unskilled attacker?,"An attacker using tools or scripts created by others due to limited experience.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of an unskilled attacker as an atomic fact, focusing on a key threat actor type from the source text.<br>Reference: Section::2.1",Section::2.1 cybersecurity unskilled-attacker open-ended
[Cybersecurity] What type of threat actor is supported by a country's military and security services?,"Nation-state.<hr>Metadata: Concept question<br>Rationale: Tests recall of the core definition of a nation-state threat actor as an atomic fact, focusing on a key threat actor type from the source text.<br>Reference: Section::2.1",Section::2.1 cybersecurity nation-state open-ended
[Cybersecurity] What type of threat actor uses hacking and computer fraud for commercial gain?,"Organized crime.<hr>Metadata: Concept question<br>Rationale: Tests recall of the core definition of an organized crime threat actor as an atomic fact, focusing on a key threat actor type from the source text.<br>Reference: Section::2.1",Section::2.1 cybersecurity organized-crime open-ended
[Cybersecurity] What term describes an insider threat that causes a vulnerability without malicious intent?,"Unintentional or inadvertent insider threat.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of an unintentional or inadvertent insider threat as an atomic fact, focusing on a key insider threat concept from the source text.<br>Reference: Section::2.1",Section::2.1 cybersecurity insider-threat open-ended
[Cybersecurity] Who is an internal threat actor?,"A person assigned privileges on the system.<hr>Metadata: Definition question<br>Rationale: Tests recall of the identity of an internal threat actor as an atomic fact, simplifying the definition for foundational understanding.<br>Reference: Section::2.1",Section::2.1 cybersecurity internal-threat open-ended
[Cybersecurity] What does an internal threat actor cause?,"An intentional or unintentional incident.<hr>Metadata: Concept question<br>Rationale: Tests recall of the outcome caused by an internal threat actor, isolated as a single fact for clarity.<br>Reference: Section::2.1",Section::2.1 cybersecurity internal-threat open-ended
[Cybersecurity] What characteristic defines an internal threat actor?,"Having assigned privileges on the system.<hr>Metadata: Concept question<br>Rationale: Tests recall of the defining characteristic of an internal threat actor, focusing on system privileges as an atomic fact.<br>Reference: Section::2.1",Section::2.1 cybersecurity internal-threat open-ended
[Cybersecurity] What is privilege escalation in the context of application attacks?,"Gaining unauthorized access to higher-level system privileges.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of privilege escalation as an atomic fact, focusing on a key indicator of malicious activity from Section 2.4 and CompTIA SY0-701 objective 2.4.<br>Reference: Section::2.4",Section::2.4 cybersecurity privilege-escalation open-ended
[Cybersecurity] What is fraud in the context of cyberattacks?,"Falsifying records, such as tampering with accounts.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of fraud as an atomic fact, focusing on a key attack motivation from Section 2.1 and CompTIA SY0-701 objective 2.1.<br>Reference: Section::2.1",Section::2.1 cybersecurity fraud open-ended
[Cybersecurity] What is reconnaissance in attack strategies?,"The process of gathering information about an organization.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of reconnaissance as an atomic fact, focusing on the overarching concept from the source text to build foundational understanding.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity reconnaissance attack-strategy open-ended
[Cybersecurity] An attacker scans a company's servers to identify the models and specifications of their firewalls and routers. What type of reconnaissance information is being gathered?,"System hardware information.<hr>Metadata: Scenario question<br>Rationale: Tests application of reconnaissance concepts by identifying system hardware information in a practical scanning scenario, using a vivid example to reinforce recall without requiring enumeration of all types.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity reconnaissance attack-strategy open-ended scenario
"[Cybersecurity] An attacker maps out how a target's computers are connected, including IP ranges and subnet details. What type of reconnaissance information is being gathered?","Network configuration.<hr>Metadata: Scenario question<br>Rationale: Tests application of reconnaissance concepts by identifying network configuration in a mapping scenario, providing a clear, relatable context to aid retention and avoid guessing among multiple types.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity reconnaissance attack-strategy open-ended scenario
"[Cybersecurity] An attacker collects employee emails, job titles, and contact details from public sources to target them later. What type of reconnaissance information is being gathered?","Individual user information.<hr>Metadata: Scenario question<br>Rationale: Tests application of reconnaissance concepts by identifying individual user information in a social engineering prep scenario, using an engaging, real-world example to promote understanding without implying a complete list.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity reconnaissance attack-strategy open-ended scenario
[Cybersecurity] What does a technical approach in attack strategies involve?,"Using software or utilities.<hr>Metadata: Concept question<br>Rationale: Tests recall of the core action of a technical approach as an atomic fact, isolating the tools used from the broader definition for simplicity.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity technical-approach attack-strategy open-ended
[Cybersecurity] What is the goal of a technical approach in attack strategies?,"To find vulnerabilities in a system.<hr>Metadata: Concept question<br>Rationale: Tests recall of the primary objective of a technical approach as an atomic fact, focusing on the purpose to enhance retention without overloading with tools or methods.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity technical-approach attack-strategy open-ended
[Cybersecurity] An attacker uses a tool to check which ports are open on a company's servers. What technical approach method is this?,"Port scan.<hr>Metadata: Scenario question<br>Rationale: Tests recall of port scan as a specific method of a technical approach, using a vivid scenario to reinforce application and ensure atomicity, avoiding ambiguity of multiple examples.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity technical-approach attack-strategy open-ended scenario
[Cybersecurity] What type of attack strategy uses software or utilities to find vulnerabilities?,"Technical approach.<hr>Metadata: Concept question<br>Rationale: Tests recall of the term ""technical approach"" by describing its key characteristics, promoting bidirectional understanding and reducing interference with similar strategies like social engineering.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity technical-approach attack-strategy open-ended
[Cybersecurity] An attacker sends packets to detect active devices on a network. What technical approach method is this?,"Ping sweep.<hr>Metadata: Scenario question<br>Rationale: Tests recall of ping sweep as a specific method of a technical approach, using a relatable scenario to promote retention and maintain atomicity, preventing overlap with port scan.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity technical-approach attack-strategy open-ended scenario
[Cybersecurity] What is a system breach in attack strategies?,"The penetration of system defenses.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of a system breach as an atomic fact, focusing on a key attack strategy from the source text to build foundational understanding.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity system-breach attack-strategy open-ended
[Cybersecurity] What is privilege escalation in attack strategies?,"Gaining higher access rights to control a system.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of privilege escalation as an atomic fact, simplified from the source text’s description to focus on the primary objective for clarity and retention.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity privilege-escalation attack-strategy open-ended
[Cybersecurity] What is staging a computer in attack strategies?,"Preparing a computer to perform additional attack tasks.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of staging a computer as an atomic fact, simplified from the source text’s description to focus on the primary purpose for clarity and retention.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity staging-computer attack-strategy open-ended
[Cybersecurity] What does staging a computer often involve in attack strategies?,"Installing software to attack other systems.<hr>Metadata: Concept question<br>Rationale: Tests recall of a key action in staging a computer, isolated as an atomic fact from the source text for clarity.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity staging-computer attack-strategy open-ended
[Cybersecurity] What is defense in depth?,"Using multiple security layers.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of defense in depth as an atomic fact, simplified to focus on the concept of multiple layers for clarity and retention.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity defense-in-depth defense-methodology open-ended
[Cybersecurity] What term describes using multiple security layers to protect assets?,"Defense in depth.<hr>Metadata: Concept question<br>Rationale: Tests recall of the term “defense in depth” by describing its core characteristic, promoting bidirectional understanding and reducing interference with other methodologies.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity defense-in-depth defense-methodology open-ended
[Cybersecurity] What is the principle of least privilege?,"Granting only necessary access for tasks.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of the principle of least privilege as an atomic fact, simplified from the source text for clarity and retention.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity least-privilege defense-methodology open-ended
[Cybersecurity] What term describes granting only necessary access for tasks?,"Principle of least privilege.<hr>Metadata: Concept question<br>Rationale: Tests recall of the term “principle of least privilege” by describing its core characteristic, promoting bidirectional understanding and reducing interference with other methodologies.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity least-privilege defense-methodology open-ended
[Cybersecurity] What does the variety methodology emphasize in defense strategies?,"Using diverse security methods.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core concept of the variety methodology as an atomic fact, simplified from the source text for clarity and retention.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity variety defense-methodology open-ended
[Cybersecurity] What term describes using diverse security methods to protect assets?,"Variety.<hr>Metadata: Concept question<br>Rationale: Tests recall of the term “variety” by describing its core characteristic, promoting bidirectional understanding and reducing interference with other defense methodologies.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity variety defense-methodology open-ended
[Cybersecurity] What is randomness in defense methodologies?,"Constantly changing habits and passwords.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of randomness as an atomic fact, simplified from the source text to focus on key actions for clarity and retention.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity randomness defense-methodology open-ended
[Cybersecurity] What term describes constantly changing habits and passwords to prevent predictable behavior?,"Randomness.<hr>Metadata: Concept question<br>Rationale: Tests recall of the term “randomness” by describing its core characteristic, promoting bidirectional understanding and reducing interference with other defense methodologies.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity randomness defense-methodology open-ended
[Cybersecurity] What is simplicity in defense methodologies?,"Using protection that is easy to understand and use.<hr>Metadata: Definition question<br>Rationale: Tests recall of the core definition of simplicity as an atomic fact, simplified from the source text to focus on usability for clarity and retention.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity simplicity defense-methodology open-ended
[Cybersecurity] What term describes using protection that is easy to understand and use?,"Simplicity.<hr>Metadata: Concept question<br>Rationale: Tests recall of the term “simplicity” by describing its core characteristic, promoting bidirectional understanding and reducing interference with other defense methodologies.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity simplicity defense-methodology open-ended
[Cybersecurity] Why does the principle of least privilege avoid granting excessive access?,"Revoking privileges is harder than granting access when needed.<hr>Metadata: Concept question<br>Rationale: Tests recall of the management challenge in the principle of least privilege, focusing on the difficulty of revoking privileges as an atomic fact for clarity and retention.<br>Reference: Section::2.1.5",Section::2.1.5 cybersecurity least-privilege defense-methodology open-ended
